,filename
189108,XC517867 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189137,XC87450 - Scaly-breasted Woodpecker - Celeus grammicus subcervinus.mp3
189084,XC629426 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189082,XC523 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189104,XC693388 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189115,XC270637 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189128,XC148376 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189081,XC12048 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3
189072,XC452935 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189130,XC148374 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189138,XC87449 - Scaly-breasted Woodpecker - Celeus grammicus subcervinus.mp3
189126,XC148386 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189092,XC148415 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189105,XC676485 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189153,XC91204 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189114,XC270638 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189107,XC556197 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189074,XC446720 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189165,XC148384 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189140,XC73329 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189157,XC430771 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3
189145,XC693389 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189111,XC316948 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189112,XC275823 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3
189099,XC148040 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189085,XC504735 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189078,XC127279 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189098,XC148372 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189147,XC220675 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189095,XC148392 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189121,XC148408 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189161,XC148280 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189127,XC148380 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189096,XC148387 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189122,XC148407 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189132,XC148370 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189089,XC258046 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3
189149,XC199745 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189135,XC129963 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189163,XC148405 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189079,XC26996 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189113,XC270639 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189156,XC444 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189090,XC258045 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3
189142,XC63235 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189088,XC258047 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3
189123,XC148406 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
189150,XC167340 - Scaly-breasted Woodpecker - Celeus grammicus.mp3
663221,XC130757 - Slate-throated Whitestart - Myioborus miniatus.mp3
663273,XC245540 - Slate-throated Whitestart - Myioborus miniatus.mp3
663099,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae.mp3
663272,XC245597 - Slate-throated Whitestart - Myioborus miniatus.mp3
663176,XC276225 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663227,XC123724 - Slate-throated Whitestart - Myioborus miniatus.mp3
663188,XC242860 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663278,XC226045 - Slate-throated Whitestart - Myioborus miniatus.mp3
663207,XC186588 - Slate-throated Whitestart - Myioborus miniatus.mp3
663156,XC354949 - Slate-throated Whitestart - Myioborus miniatus verticalis.mp3
663302,XC104474 - Slate-throated Whitestart - Myioborus miniatus.mp3
663183,XC251161 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663309,XC94406 - Slate-throated Whitestart - Myioborus miniatus.mp3
663199,XC226037 - Slate-throated Whitestart - Myioborus miniatus.mp3
663288,XC44229 - Slate-throated Whitestart - Myioborus miniatus.mp3
663052,XC259493 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663286,XC54318 - Slate-throated Whitestart - Myioborus miniatus.mp3
663147,XC494293 - Slate-throated Whitestart - Myioborus miniatus.mp3
663261,XC471395 - Slate-throated Whitestart - Myioborus miniatus.mp3
663047,XC259498 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663054,XC259491 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663097,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663306,XC104217 - Slate-throated Whitestart - Myioborus miniatus.mp3
663258,XC494292 - Slate-throated Whitestart - Myioborus miniatus.mp3
663126,XC533013 - Slate-throated Whitestart - Myioborus miniatus.mp3
663240,XC54316 - Slate-throated Whitestart - Myioborus miniatus.mp3
663023,XC468091 - Slate-throated Whitestart - Myioborus miniatus.mp3
663293,XC30838 - Slate-throated Whitestart - Myioborus miniatus.mp3
663046,XC261110 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663017,XC513071 - Slate-throated Whitestart - Myioborus miniatus.mp3
663315,XC95954 - Slate-throated Whitestart - Myioborus miniatus.mp3
663077,XC226021 - Slate-throated Whitestart - Myioborus miniatus.mp3
663009,XC558291 - Slate-throated Whitestart - Myioborus miniatus.mp3
663200,XC226036 - Slate-throated Whitestart - Myioborus miniatus.mp3
663248,XC12427 - Slate-throated Whitestart - Myioborus miniatus.mp3
663051,XC259494 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663092,XC136044 - Slate-throated Whitestart - Myioborus miniatus verticalis.mp3
663118,XC617910 - Slate-throated Whitestart - Myioborus miniatus subsimilis.mp3
663304,XC104324 - Slate-throated Whitestart - Myioborus miniatus.mp3
663238,XC58001 - Slate-throated Whitestart - Myioborus miniatus ballux?.mp3
663280,XC162072 - Slate-throated Whitestart - Myioborus miniatus.mp3
663249,XC12243 - Slate-throated Whitestart - Myioborus miniatus.mp3
663024,XC459598 - Slate-throated Whitestart - Myioborus miniatus.mp3
663206,XC195447 - Slate-throated Whitestart - Myioborus miniatus verticalis.mp3
663222,XC129898 - Slate-throated Whitestart - Myioborus miniatus.mp3
663059,XC237853 - Slate-throated Whitestart - Myioborus miniatus.mp3
663287,XC54317 - Slate-throated Whitestart - Myioborus miniatus.mp3
663053,XC259492 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663279,XC180449 - Slate-throated Whitestart - Myioborus miniatus verticalis.mp3
663029,XC424148 - Slate-throated Whitestart - Myioborus miniatus.mp3
663169,XC293253 - Slate-throated Whitestart - Myioborus miniatus.mp3
663313,XC12639 - Slate-throated Whitestart - Myioborus miniatus.mp3
663274,XC241518 - Slate-throated Whitestart - Myioborus miniatus.mp3
663307,XC97542 - Slate-throated Whitestart - Myioborus miniatus.mp3
663145,XC494296 - Slate-throated Whitestart - Myioborus miniatus.mp3
663181,XC251164 - Slate-throated Whitestart - Myioborus miniatus verticalis.mp3
663260,XC493912 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
663291,XC43493 - Slate-throated Whitestart - Myioborus miniatus.mp3
663244,XC43322 - Slate-throated Whitestart - Myioborus miniatus.mp3
663224,XC128598 - Slate-throated Whitestart - Myioborus miniatus.mp3
663128,XC532570 - Slate-throated Whitestart - Myioborus miniatus.mp3
663182,XC251163 - Slate-throated Whitestart - Myioborus miniatus ballux.mp3
662995,XC693686 - Slate-throated Whitestart - Myioborus miniatus.mp3
663000,XC643212 - Slate-throated Whitestart - Myioborus miniatus.mp3
483399,XC276197 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3
483314,XC143069 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483467,XC38700 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483521,XC92273 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483362,XC610977 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483262,XC468934 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483491,XC328008 - Southern Nightingale-Wren - Microcerculus marginatus marginatus.mp3
483247,XC663418 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483292,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3
483394,XC334548 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483287,XC259411 - Southern Nightingale-Wren - Microcerculus marginatus marginatus.mp3
483333,XC87247 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483455,XC73831 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483276,XC303297 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483390,XC340435 - Southern Nightingale-Wren - Microcerculus marginatus marginatus (ssp assumed from location).mp3
483528,XC63638 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483500,XC251124 - Southern Nightingale-Wren - Microcerculus marginatus marginatus.mp3
483282,XC262993 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3
483480,XC532546 - Southern Nightingale-Wren - Microcerculus marginatus marginatus.mp3
483263,XC445655 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483519,XC104467 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483516,XC108933 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483274,XC309193 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483433,XC130366 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483317,XC135661 - Southern Nightingale-Wren - Microcerculus marginatus.mp3
483332,XC96647 - Southern Nightingale-Wren - Microcerculus marginatus occidentalis.mp3
483366,XC532544 - Southern Nightingale-Wren - Microcerculus marginatus marginatus.mp3
173923,XC689827 - White-throated Toucan - Ramphastos tucanus.mp3
173874,XC298887 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173880,XC251458 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173732,XC691283 - White-throated Toucan - Ramphastos tucanus.mp3
173806,XC117393 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173920,XC16207 - White-throated Toucan - Ramphastos tucanus tucanus.mp3
173741,XC528991 - White-throated Toucan - Ramphastos tucanus.mp3
173737,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3
173760,XC336325 - White-throated Toucan - Ramphastos tucanus.mp3
173904,XC117346 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173924,XC505029 - White-throated Toucan - Ramphastos tucanus tucanus.mp3
173845,XC609552 - White-throated Toucan - Ramphastos tucanus.mp3
173930,XC301348 - White-throated Toucan - Ramphastos tucanus tucanus.mp3
173887,XC228938 - White-throated Toucan - Ramphastos tucanus.mp3
173842,XC691668 - White-throated Toucan - Ramphastos tucanus.mp3
173897,XC188649 - White-throated Toucan - Ramphastos tucanus.mp3
173775,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173861,XC445809 - White-throated Toucan - Ramphastos tucanus.mp3
173733,XC676659 - White-throated Toucan - Ramphastos tucanus.mp3
173841,XC710030 - White-throated Toucan - Ramphastos tucanus.mp3
173769,XC247105 - White-throated Toucan - Ramphastos tucanus.mp3
173902,XC121226 - White-throated Toucan - Ramphastos tucanus.mp3
173808,XC117386 - White-throated Toucan - Ramphastos tucanus.mp3
173723,XC482111 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173802,XC117421 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173750,XC417794 - White-throated Toucan - Ramphastos tucanus tucanus.mp3
173744,XC493180 - White-throated Toucan - Ramphastos tucanus.mp3
173731,XC691284 - White-throated Toucan - Ramphastos tucanus.mp3
173739,XC609551 - White-throated Toucan - Ramphastos tucanus.mp3
173871,XC315068 - White-throated Toucan - Ramphastos tucanus.mp3
173834,XC11401 - White-throated Toucan - Ramphastos tucanus.mp3
173891,XC228934 - White-throated Toucan - Ramphastos tucanus tucanus.mp3
173824,XC87313 - White-throated Toucan - Ramphastos tucanus tucanus.mp3
173782,XC228913 - White-throated Toucan - Ramphastos tucanus.mp3
173827,XC64129 - White-throated Toucan - Ramphastos tucanus.mp3
173770,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3
173767,XC258026 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173740,XC600601 - White-throated Toucan - Ramphastos tucanus.mp3
173907,XC90037 - White-throated Toucan - Ramphastos tucanus tucanus.mp3
173810,XC117382 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173805,XC117394 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173903,XC117365 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
173798,XC122630 - White-throated Toucan - Ramphastos tucanus.mp3
173873,XC303439 - White-throated Toucan - Ramphastos tucanus.mp3
173788,XC177628 - White-throated Toucan - Ramphastos tucanus.mp3
173727,XC436972 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3
273364,XC166972 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273523,XC303668 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273505,XC388953 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273699,XC120031 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273420,XC14014 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3
273305,XC323866 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3
273615,XC62475 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273380,XC96443 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3
273246,XC583955 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273343,XC231424 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273606,XC88402 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273570,XC214580 - Yellow-olive Flatbill - Tolmomyias sulphurescens insignis.mp3
273348,XC214587 - Yellow-olive Flatbill - Tolmomyias sulphurescens insignis.mp3
273385,XC85855 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273340,XC250157 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3
273351,XC207266 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273374,XC108420 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3
273268,XC512758 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3
273722,XC344426 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273368,XC144601 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3
273631,XC38068 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273257,XC549447 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273300,XC335916 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273542,XC247445 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273456,XC558695 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273497,XC428099 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273347,XC231383 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273316,XC276588 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3
273491,XC433527 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273630,XC42050 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273370,XC133617 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273582,XC180580 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273536,XC269482 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273219,XC699686 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273457,XC556648 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273592,XC127030 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273328,XC263206 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273271,XC504624 - Yellow-olive Flatbill - Tolmomyias sulphurescens insignis.mp3
273437,XC703845 - Yellow-olive Flatbill - Tolmomyias sulphurescens pallescens.mp3
273504,XC389350 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273324,XC268594 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273633,XC31697 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3
273288,XC408478 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273674,XC330634 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273384,XC89890 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273289,XC402633 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273596,XC123933 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273679,XC298029 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3
273493,XC431036 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273426,XC5478 - Yellow-olive Flatbill - Tolmomyias sulphurescens sp.nov..mp3
273416,XC27942 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273429,XC3072 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273494,XC429289 - Yellow-olive Flatbill - Tolmomyias sulphurescens pallescens.mp3
273440,XC663853 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273339,XC253997 - Yellow-olive Flatbill - Tolmomyias sulphurescens undescribed.mp3
273714,XC20258 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273474,XC476479 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
273451,XC589727 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
273366,XC155518 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3
